advertiser_name,anchor_text,affiliate_link,approved_sites,network,weight
"iSpyPen Pro X","Default Landing Page",https://track.flexlinkspro.com/g.ashx?foid=24.236179.6660121&trid=1410543.236179&foc=11&fot=9999&fos=6,thisoldcampsite.com,flexoffers,2
